classification,family,review_status,report,path,status,slack_ps,group,start_clock,end_clock,startpoint,endpoint
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,1,VIOLATED,-422,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,2,VIOLATED,-421,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,3,VIOLATED,-421,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap3,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[3].u_drv/Q,(F) u_core_gen_pd_row[3].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,4,VIOLATED,-421,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,5,VIOLATED,-421,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,6,VIOLATED,-420,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,7,VIOLATED,-420,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,8,VIOLATED,-420,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,9,VIOLATED,-419,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap1,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[1].u_drv/Q,(F) u_core_gen_pd_row[1].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,10,VIOLATED,-413,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap1,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[1].u_drv/Q,(F) u_core_gen_pd_row[1].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,11,VIOLATED,-413,clk_osc_fast_buf_tap6,clk_osc_slow_buf_tap2,clk_osc_fast_buf_tap6,(F) u_core_u_phase_buf_slow/gen_phase_buf[2].u_drv/Q,(F) u_core_gen_pd_row[2].gen_pd_col[6].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,12,VIOLATED,-411,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,13,VIOLATED,-411,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,14,VIOLATED,-411,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,15,VIOLATED,-411,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,16,VIOLATED,-411,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,17,VIOLATED,-411,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap3,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[3].u_drv/Q,(F) u_core_gen_pd_row[3].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,18,VIOLATED,-411,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap1,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[1].u_drv/Q,(F) u_core_gen_pd_row[1].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,19,VIOLATED,-411,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,20,VIOLATED,-411,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,21,VIOLATED,-411,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,22,VIOLATED,-411,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,23,VIOLATED,-411,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap2,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[2].u_drv/Q,(F) u_core_gen_pd_row[2].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,24,VIOLATED,-411,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap1,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[1].u_drv/Q,(F) u_core_gen_pd_row[1].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,25,VIOLATED,-410,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,26,VIOLATED,-410,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,27,VIOLATED,-410,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,28,VIOLATED,-410,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,29,VIOLATED,-410,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,30,VIOLATED,-410,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap3,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[3].u_drv/Q,(F) u_core_gen_pd_row[3].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,31,VIOLATED,-410,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap2,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[2].u_drv/Q,(F) u_core_gen_pd_row[2].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,32,VIOLATED,-410,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap1,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[1].u_drv/Q,(F) u_core_gen_pd_row[1].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,33,VIOLATED,-410,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,34,VIOLATED,-410,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,35,VIOLATED,-410,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,36,VIOLATED,-410,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap3,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[3].u_drv/Q,(F) u_core_gen_pd_row[3].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,37,VIOLATED,-410,clk_osc_fast_buf_tap7,clk_osc_slow_buf_tap2,clk_osc_fast_buf_tap7,(F) u_core_u_phase_buf_slow/gen_phase_buf[2].u_drv/Q,(F) u_core_gen_pd_row[2].gen_pd_col[7].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,38,VIOLATED,-409,clk_osc_fast_buf_tap0,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap0,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[0].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,39,VIOLATED,-409,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap3,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[3].u_drv/Q,(F) u_core_gen_pd_row[3].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,40,VIOLATED,-409,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap2,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[2].u_drv/Q,(F) u_core_gen_pd_row[2].gen_pd_col[1].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,41,VIOLATED,-409,clk_osc_fast_buf_tap5,clk_osc_slow_buf_tap7,clk_osc_fast_buf_tap5,(F) u_core_u_phase_buf_slow/gen_phase_buf[7].u_drv/Q,(F) u_core_gen_pd_row[7].gen_pd_col[5].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,42,VIOLATED,-409,clk_osc_fast_buf_tap5,clk_osc_slow_buf_tap5,clk_osc_fast_buf_tap5,(F) u_core_u_phase_buf_slow/gen_phase_buf[5].u_drv/Q,(F) u_core_gen_pd_row[5].gen_pd_col[5].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,43,VIOLATED,-409,clk_osc_fast_buf_tap5,clk_osc_slow_buf_tap6,clk_osc_fast_buf_tap5,(F) u_core_u_phase_buf_slow/gen_phase_buf[6].u_drv/Q,(F) u_core_gen_pd_row[6].gen_pd_col[5].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,44,VIOLATED,-409,clk_osc_fast_buf_tap5,clk_osc_slow_buf_tap4,clk_osc_fast_buf_tap5,(F) u_core_u_phase_buf_slow/gen_phase_buf[4].u_drv/Q,(F) u_core_gen_pd_row[4].gen_pd_col[5].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,45,VIOLATED,-409,clk_osc_fast_buf_tap5,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap5,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[5].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,46,VIOLATED,-409,clk_osc_fast_buf_tap4,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap4,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[4].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,47,VIOLATED,-409,clk_osc_fast_buf_tap3,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap3,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[3].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,48,VIOLATED,-409,clk_osc_fast_buf_tap2,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap2,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[2].u_pd/q1_reg/D
PD_INTENTIONAL_VERNIER,PD_SLOW_PHASE_SAMPLED_BY_FAST_PD,INTENTIONAL_MEASUREMENT_CROSSING,/home/validmgr/ksabra/2026_SPAD/SPADMIC/results/genus_osc_pd/20260609_o13_abs5b_pd_q1_source_fix/timing_violations.rpt,49,VIOLATED,-409,clk_osc_fast_buf_tap1,clk_osc_slow_buf_tap0,clk_osc_fast_buf_tap1,(F) u_core_u_phase_buf_slow/gen_phase_buf[0].u_drv/Q,(F) u_core_gen_pd_row[0].gen_pd_col[1].u_pd/q1_reg/D
