term,direction,layer,purpose,llx,lly,urx,ury,cx,cy
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,1400.655000,-293.490000,1401.155000,-297.560000,1400.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,1306.655000,-293.490000,1307.155000,-297.560000,1306.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,1212.655000,-293.490000,1213.155000,-297.560000,1212.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,1118.655000,-293.490000,1119.155000,-297.560000,1118.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,1024.655000,-293.490000,1025.155000,-297.560000,1024.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,930.655000,-293.490000,931.155000,-297.560000,930.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,836.655000,-293.490000,837.155000,-297.560000,836.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,742.655000,-293.490000,743.155000,-297.560000,742.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,648.655000,-293.490000,649.155000,-297.560000,648.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,554.655000,-293.490000,555.155000,-297.560000,554.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,460.655000,-293.490000,461.155000,-297.560000,460.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,366.655000,-293.490000,367.155000,-297.560000,366.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET5,pin,-301.630000,272.655000,-293.490000,273.155000,-297.560000,272.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2691.470000,167.815000,2691.970000,176.555000,2691.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2785.470000,167.815000,2785.970000,176.555000,2785.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2879.470000,167.815000,2879.970000,176.555000,2879.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2973.470000,167.815000,2973.970000,176.555000,2973.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3067.470000,167.815000,3067.970000,176.555000,3067.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3161.470000,167.815000,3161.970000,176.555000,3161.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3255.470000,167.815000,3255.970000,176.555000,3255.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3349.470000,167.815000,3349.970000,176.555000,3349.720000,172.185000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,194.555000,3454.810000,195.055000,3450.440000,194.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,288.555000,3454.810000,289.055000,3450.440000,288.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,382.555000,3454.810000,383.055000,3450.440000,382.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,476.555000,3454.810000,477.055000,3450.440000,476.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,570.555000,3454.810000,571.055000,3450.440000,570.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,664.555000,3454.810000,665.055000,3450.440000,664.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,758.555000,3454.810000,759.055000,3450.440000,758.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,852.555000,3454.810000,853.055000,3450.440000,852.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,946.555000,3454.810000,947.055000,3450.440000,946.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1040.555000,3454.810000,1041.055000,3450.440000,1040.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1134.555000,3454.810000,1135.055000,3450.440000,1134.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1228.555000,3454.810000,1229.055000,3450.440000,1228.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1322.555000,3454.810000,1323.055000,3450.440000,1322.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1416.555000,3454.810000,1417.055000,3450.440000,1416.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1510.555000,3454.810000,1511.055000,3450.440000,1510.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1604.555000,3454.810000,1605.055000,3450.440000,1604.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1698.555000,3454.810000,1699.055000,3450.440000,1698.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1792.555000,3454.810000,1793.055000,3450.440000,1792.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1886.555000,3454.810000,1887.055000,3450.440000,1886.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,1980.555000,3454.810000,1981.055000,3450.440000,1980.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,2074.555000,3454.810000,2075.055000,3450.440000,2074.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,2168.555000,3454.810000,2169.055000,3450.440000,2168.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,2262.555000,3454.810000,2263.055000,3450.440000,2262.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,2356.555000,3454.810000,2357.055000,3450.440000,2356.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3446.070000,2450.555000,3454.810000,2451.055000,3450.440000,2450.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,419.570000,2547.155000,420.070000,2555.895000,419.820000,2551.525000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,325.570000,2547.155000,326.070000,2555.895000,325.820000,2551.525000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,231.570000,2547.155000,232.070000,2555.895000,231.820000,2551.525000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,137.570000,2547.155000,138.070000,2555.895000,137.820000,2551.525000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2528.655000,-138.630000,2529.155000,-143.000000,2528.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2434.655000,-138.630000,2435.155000,-143.000000,2434.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2340.655000,-138.630000,2341.155000,-143.000000,2340.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2246.655000,-138.630000,2247.155000,-143.000000,2246.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2152.655000,-138.630000,2153.155000,-143.000000,2152.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,2058.655000,-138.630000,2059.155000,-143.000000,2058.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1964.655000,-138.630000,1965.155000,-143.000000,1964.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1870.655000,-138.630000,1871.155000,-143.000000,1870.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1776.655000,-138.630000,1777.155000,-143.000000,1776.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1682.655000,-138.630000,1683.155000,-143.000000,1682.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1588.655000,-138.630000,1589.155000,-143.000000,1588.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1494.655000,-138.630000,1495.155000,-143.000000,1494.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1400.655000,-138.630000,1401.155000,-143.000000,1400.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1306.655000,-138.630000,1307.155000,-143.000000,1306.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1212.655000,-138.630000,1213.155000,-143.000000,1212.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1118.655000,-138.630000,1119.155000,-143.000000,1118.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,1024.655000,-138.630000,1025.155000,-143.000000,1024.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,930.655000,-138.630000,931.155000,-143.000000,930.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,836.655000,-138.630000,837.155000,-143.000000,836.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,742.655000,-138.630000,743.155000,-143.000000,742.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,648.655000,-138.630000,649.155000,-143.000000,648.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,554.655000,-138.630000,555.155000,-143.000000,554.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,460.655000,-138.630000,461.155000,-143.000000,460.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,366.655000,-138.630000,367.155000,-143.000000,366.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,-147.370000,272.655000,-138.630000,273.155000,-143.000000,272.905000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2691.470000,13.555000,2691.970000,21.695000,2691.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2785.470000,13.555000,2785.970000,21.695000,2785.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2879.470000,13.555000,2879.970000,21.695000,2879.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,2973.470000,13.555000,2973.970000,21.695000,2973.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3067.470000,13.555000,3067.970000,21.695000,3067.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3161.470000,13.555000,3161.970000,21.695000,3161.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3255.470000,13.555000,3255.970000,21.695000,3255.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3349.470000,13.555000,3349.970000,21.695000,3349.720000,17.625000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,194.555000,3609.070000,195.055000,3605.000000,194.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,288.555000,3609.070000,289.055000,3605.000000,288.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,382.555000,3609.070000,383.055000,3605.000000,382.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,476.555000,3609.070000,477.055000,3605.000000,476.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,570.555000,3609.070000,571.055000,3605.000000,570.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,664.555000,3609.070000,665.055000,3605.000000,664.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,758.555000,3609.070000,759.055000,3605.000000,758.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,852.555000,3609.070000,853.055000,3605.000000,852.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,946.555000,3609.070000,947.055000,3605.000000,946.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,1040.555000,3609.070000,1041.055000,3605.000000,1040.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,1134.555000,3609.070000,1135.055000,3605.000000,1134.805000
I183|PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_PSUB_SPARE,inputOutput,MET4,pin,3600.930000,1228.555000,3609.070000,1229.055000,3605.000000,1228.805000
